# generator: homm3.analysis.dc_bracket
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - a `forced`
# row is a link-order proof proposal; it becomes
# evidence only when a supervised review promotes it
# into a VA() claim.
unit	dc_offset	dc_size	proposed_rva	proposed_size	grade	name	detail
textwdgt	0x1652fc	52		0	ambiguous	textWidget::`scalar deleting destructor'	gap 18 dc vs 4 retail [0x1bc3b0..0x1bc6d0]
textwdgt	0x165330	52		0	ambiguous	iconBackedTextWidget::`scalar deleting destructor'	gap 18 dc vs 4 retail [0x1bc3b0..0x1bc6d0]
textwdgt	0x165364	24		0	ambiguous	iconBackedTextWidget::~iconBackedTextWidget	gap 18 dc vs 4 retail [0x1bc3b0..0x1bc6d0]
textwdgt	0x16537c	52		0	ambiguous	bitmapBackedTextWidget::`scalar deleting destructor'	gap 18 dc vs 4 retail [0x1bc3b0..0x1bc6d0]
town	0x166950	532		0	ambiguous	town::initialize_spells	gap 4 dc vs 3 retail [0x1be450..0x1bede0]
town	0x166b64	164		0	ambiguous	town::set_spells_available	gap 4 dc vs 3 retail [0x1be450..0x1bede0]
town	0x166c08	718		0	ambiguous	town::create_building	gap 4 dc vs 3 retail [0x1be450..0x1bede0]
town	0x166ed8	240		0	ambiguous	town::destroy_extra_capitol	gap 4 dc vs 3 retail [0x1be450..0x1bede0]
town	0x1674d4	112		0	ambiguous	town::get_horde	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x167544	142		0	ambiguous	town::get_horde_bonus	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x1675d4	370		0	ambiguous	town::get_legion_bonus	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x167748	254		0	ambiguous	town::get_growth_rate	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x167848	182		0	ambiguous	town::increase_population	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x167900	86		0	ambiguous	town::change_generator_bonus	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x167958	306		0	ambiguous	show_building_rewards	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x167a8c	432		0	ambiguous	show_creature_rewards	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x167c3c	812		0	ambiguous	town::give_event_reward	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x167f68	138		0	ambiguous	check_shipyard_square	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x167ff4	828		0	ambiguous	initialize_buildings	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x168330	252		0	ambiguous	initialize_army	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x16842c	102		0	ambiguous	town::initialize	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x168494	110		0	ambiguous	town::update_full_building_mask	gap 14 dc vs 13 retail [0x1bf600..0x1c0d20]
town	0x168a10	62		0	ambiguous	town::set_legal_buildings	gap 8 dc vs 5 retail [0x1c12a0..0x1c14a0]
town	0x168a50	72		0	ambiguous	town::is_disabled	gap 8 dc vs 5 retail [0x1c12a0..0x1c14a0]
town	0x168a98	188		0	ambiguous	town::hire	gap 8 dc vs 5 retail [0x1c12a0..0x1c14a0]
town	0x168b54	76		0	ambiguous	town::PlaceInMap	gap 8 dc vs 5 retail [0x1c12a0..0x1c14a0]
town	0x168ba0	22		0	ambiguous	town::GetNativeTerrain	gap 8 dc vs 5 retail [0x1c12a0..0x1c14a0]
town	0x168bb8	22		0	ambiguous	town::GetTypeName	gap 8 dc vs 5 retail [0x1c12a0..0x1c14a0]
town	0x168bd0	40		0	ambiguous	town::get_army	gap 8 dc vs 5 retail [0x1c12a0..0x1c14a0]
town	0x168bf8	40		0	ambiguous	town::get_army	gap 8 dc vs 5 retail [0x1c12a0..0x1c14a0]
window	0x19721c	196		0	ambiguous	heroWindow::Open	gap 4 dc vs 2 retail [0x1fea80..0x1fecb0]
window	0x1972e0	60		0	ambiguous	heroWindow::Close	gap 4 dc vs 2 retail [0x1fea80..0x1fecb0]
window	0x19731c	4		0	ambiguous	heroWindow::handle_message	gap 4 dc vs 2 retail [0x1fea80..0x1fecb0]
window	0x197320	4		0	ambiguous	heroWindow::handle_widget_hover	gap 4 dc vs 2 retail [0x1fea80..0x1fecb0]
window	0x19742c	84		0	ambiguous	heroWindow::RemoveAndDeleteWidget	gap 3 dc vs 2 retail [0x1fed60..0x1feed0]
window	0x197480	176		0	ambiguous	heroWindow::BroadcastMessage	gap 3 dc vs 2 retail [0x1fed60..0x1feed0]
window	0x197530	64		0	ambiguous	heroWindow::BroadcastMessage	gap 3 dc vs 2 retail [0x1fed60..0x1feed0]
window	0x1975d8	184		0	ambiguous	heroWindow::DrawWindow	gap 2 dc vs 1 retail [0x1feff0..0x1ff100]
window	0x197690	220		0	ambiguous	heroWindow::DrawWindowX	gap 2 dc vs 1 retail [0x1feff0..0x1ff100]
window	0x197874	262		0	ambiguous	heroWindow::MoveWindow	gap 1 dc vs 0 retail [0x1ff1c0..0x1ff240]
window	0x197bdc	42		0	ambiguous	heroWindow::EnableAllWidgets	gap 2 dc vs 1 retail [0x1ff3e0..0x1ff490]
window	0x197c08	26		0	ambiguous	heroWindow::DoModal	gap 2 dc vs 1 retail [0x1ff3e0..0x1ff490]
window	0x197c74	24		0	ambiguous	heroWindow::HeroWindowHandler	gap 1 dc vs 0 retail [0x1ff490..0x1ff510]
window	0x197cd4	114		0	ambiguous	heroWindow::AddWidgetsToMessageStream	gap 1 dc vs 3 retail [0x1ff510..0x1ff640]
winmgr	0x19aa64	432		0	ambiguous	heroWindowManager::AddWindow	gap 4 dc vs 12 retail [0x202370..0x202a40]
winmgr	0x19ac14	260		0	ambiguous	heroWindowManager::RemoveWindow	gap 4 dc vs 12 retail [0x202370..0x202a40]
winmgr	0x19ad18	476		0	ambiguous	heroWindowManager::DoDialog	gap 4 dc vs 12 retail [0x202370..0x202a40]
winmgr	0x19aef4	520		0	ambiguous	heroWindowManager::DoDialogDraw	gap 4 dc vs 12 retail [0x202370..0x202a40]
winmgr	0x19b1f0	62		0	ambiguous	heroWindowManager::UpdateScreen	gap 5 dc vs 4 retail [0x202a40..0x202c50]
winmgr	0x19b230	248		0	ambiguous	heroWindowManager::UpdateScreen	gap 5 dc vs 4 retail [0x202a40..0x202c50]
winmgr	0x19b328	156		0	ambiguous	heroWindowManager::UpdateScreen	gap 5 dc vs 4 retail [0x202a40..0x202c50]
winmgr	0x19b3c4	42		0	ambiguous	heroWindowManager::BlitToScreenWithPointer	gap 5 dc vs 4 retail [0x202a40..0x202c50]
winmgr	0x19b3f0	56		0	ambiguous	heroWindowManager::BlitToScreenWithPointerX	gap 5 dc vs 4 retail [0x202a40..0x202c50]
