# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
proc,module,kind,sp_offset,type,name
std::__iter_swap,spellbookwindow.obj,param,sp+0x1c,0x20D7,__formal
std::copy_backward,spellbookwindow.obj,param,sp+0x30,0x20D7,__first
std::copy_backward,spellbookwindow.obj,param,sp+0x34,0x20D7,__last
std::copy_backward,spellbookwindow.obj,param,sp+0x38,0x20D7,__result
std::__unguarded_linear_insert,spellbookwindow.obj,param,sp+0x1c,0x20D7,__last
std::__unguarded_linear_insert,spellbookwindow.obj,param,sp+0x20,0x1F05,__val
std::__unguarded_linear_insert,spellbookwindow.obj,local,sp+0x10,0x20D7,__next
std::__make_heap,spellbookwindow.obj,param,sp+0x40,0x20D7,__first
std::__make_heap,spellbookwindow.obj,param,sp+0x44,0x20D7,__last
std::__make_heap,spellbookwindow.obj,param,sp+0x48,0x20D7,__formal
std::__make_heap,spellbookwindow.obj,param,sp+0x4c,T_32PINT4(0474),__formal
std::__adjust_heap,spellbookwindow.obj,param,sp+0x38,0x20D7,__first
std::__adjust_heap,spellbookwindow.obj,param,sp+0x3c,T_INT4(0074),__holeIndex
std::__adjust_heap,spellbookwindow.obj,param,sp+0x40,T_INT4(0074),__len
std::__adjust_heap,spellbookwindow.obj,param,sp+0x44,0x1F05,__value
std::__adjust_heap,spellbookwindow.obj,local,sp+0x18,T_INT4(0074),__topIndex
std::pop_heap,spellbookwindow.obj,param,sp+0x1c,0x20D7,__first
std::pop_heap,spellbookwindow.obj,param,sp+0x20,0x20D7,__last
std::swap,spellbookwindow.obj,param,sp+0xc,0x20DA,__a
std::swap,spellbookwindow.obj,param,sp+0x10,0x20DA,__b
std::swap,spellbookwindow.obj,local,sp+0x0,0x1F05,__tmp
std::iterator_category,spellbookwindow.obj,param,sp+0x4,T_NOTYPE(0000),__$ReturnUdt
std::iterator_category,spellbookwindow.obj,param,sp+0x8,0x20D9,__formal
std::__copy_backward,spellbookwindow.obj,param,sp+0x1c,0x20D7,__first
std::__copy_backward,spellbookwindow.obj,param,sp+0x20,0x20D7,__last
std::__copy_backward,spellbookwindow.obj,param,sp+0x24,0x20D7,__result
std::__copy_backward,spellbookwindow.obj,param,sp+0x28,0x123C,__formal
std::__copy_backward,spellbookwindow.obj,param,sp+0x2c,T_32PINT4(0474),__formal
std::__push_heap,spellbookwindow.obj,param,sp+0x2c,0x20D7,__first
std::__push_heap,spellbookwindow.obj,param,sp+0x30,T_INT4(0074),__holeIndex
std::__push_heap,spellbookwindow.obj,param,sp+0x34,T_INT4(0074),__topIndex
std::__push_heap,spellbookwindow.obj,param,sp+0x38,0x1F05,__value
std::__push_heap,spellbookwindow.obj,local,sp+0x10,T_INT4(0074),__parent
std::__pop_heap_aux,spellbookwindow.obj,param,sp+0x38,0x20D7,__first
std::__pop_heap_aux,spellbookwindow.obj,param,sp+0x3c,0x20D7,__last
std::__pop_heap_aux,spellbookwindow.obj,param,sp+0x40,0x20D7,__formal
soundManager::SetMusicVolume,soundmgr.obj,param,sp+0x7c,0x215F,this
soundManager::SetMusicVolume,soundmgr.obj,local,sp+0x10,0x2161,tempName
soundManager::ConvertVolume,soundmgr.obj,param,sp+0x14,0x215F,this
soundManager::ConvertVolume,soundmgr.obj,param,sp+0x18,T_INT4(0074),iVolumeValue
soundManager::ConvertVolume,soundmgr.obj,param,sp+0x1c,T_INT4(0074),iVolumeType
soundManager::soundManager,soundmgr.obj,param,sp+0x18,0x215F,this
soundManager::Open,soundmgr.obj,param,sp+0x14,0x215F,this
soundManager::Open,soundmgr.obj,param,sp+0x18,T_INT4(0074),newPriority
soundManager::Close,soundmgr.obj,param,sp+0x18,0x215F,this
soundManager::Main,soundmgr.obj,param,sp+0x0,0x215F,this
soundManager::Main,soundmgr.obj,param,sp+0x4,0x1017,msg
soundManager::StopAllSamples,soundmgr.obj,param,sp+0x14,0x215F,this
soundManager::StopAllSamples,soundmgr.obj,param,sp+0x18,T_INT4(0074),bStopMusicToo
soundManager::StopSample,soundmgr.obj,param,sp+0x14,0x215F,this
soundManager::StopSample,soundmgr.obj,param,sp+0x18,0x1F1C,inSample
soundManager::WaitSample,soundmgr.obj,param,sp+0x20,0x215F,this
soundManager::WaitSample,soundmgr.obj,param,sp+0x24,0x1F1C,sample
soundManager::WaitSample,soundmgr.obj,param,sp+0x28,T_INT4(0074),time
soundManager::ModifySample,soundmgr.obj,param,sp+0x2c,0x215F,this
soundManager::ModifySample,soundmgr.obj,param,sp+0x30,0x1F1C,inSample
soundManager::ModifySample,soundmgr.obj,param,sp+0x34,T_SHORT(0011),sFunction
soundManager::ModifySample,soundmgr.obj,param,sp+0x38,T_LONG(0012),value
soundManager::AdjustSoundVolumes,soundmgr.obj,param,sp+0x20,0x215F,this
soundManager::AdjustMusicVolumes,soundmgr.obj,param,sp+0x14,0x215F,this
soundManager::SwitchAmbientMusic,soundmgr.obj,param,sp+0x14,0x215F,this
soundManager::SwitchAmbientMusic,soundmgr.obj,param,sp+0x18,T_INT4(0074),newMusicFileId
soundManager::MemorySample,soundmgr.obj,param,sp+0x28,0x215F,this
soundManager::MemorySample,soundmgr.obj,param,sp+0x2c,0x1C9B,sPtr
soundManager::MusicPlaying,soundmgr.obj,param,sp+0x0,0x215F,this
ClearMemSample,soundmgr.obj,param,sp+0x18,0x1C9D,sample2
ClearMemSample,soundmgr.obj,local,sp+0x10,0x1F1C,sample
LoadPlaySample,soundmgr.obj,param,sp+0x24,0x1001,cSampleName
LoadPlaySample,soundmgr.obj,local,sp+0x10,0x1C9D,memSample
WaitEndSample,soundmgr.obj,param,sp+0x24,0x1C9D,sample2
WaitEndSample,soundmgr.obj,param,sp+0x2c,T_INT4(0074),iMilliWait
WaitEndSample,soundmgr.obj,local,sp+0x10,T_ULONG(0022),lWaitTil
launch_sample,soundmgr.obj,param,sp+0x20,0x1001,sample_name
launch_sample,soundmgr.obj,param,sp+0x24,T_INT4(0074),max_time
launch_sample,soundmgr.obj,param,sp+0x28,T_INT4(0074),channel
ProcessMP3Stop,soundmgr.obj,param,sp+0x14,T_32PVOID(0403),nothing
ProcessStopAndPlayMP3,soundmgr.obj,local,sp+0x10,0x2161,temp
soundManager::ResumeStream,soundmgr.obj,param,sp+0x18,0x215F,this
soundManager::StartMP3,soundmgr.obj,param,sp+0x20,0x215F,this
soundManager::StartMP3,soundmgr.obj,param,sp+0x24,0x1001,filename
soundManager::StartMP3,soundmgr.obj,param,sp+0x28,T_INT4(0074),loopCount
soundManager::StartMP3,soundmgr.obj,param,sp+0x2c,T_UCHAR(0020),bStopSamples
soundManager::StopMP3,soundmgr.obj,param,sp+0x14,0x215F,this
soundManager::ThreadStopMP3,soundmgr.obj,param,sp+0x18,0x215F,this
VideoPlay,smackmgr.obj,param,sp+0x0,T_INT4(0074),id
VideoPlay,smackmgr.obj,param,sp+0x4,T_INT4(0074),x
VideoPlay,smackmgr.obj,param,sp+0x8,T_INT4(0074),y
VideoPlay,smackmgr.obj,param,sp+0xc,T_INT4(0074),w
VideoPlay,smackmgr.obj,param,sp+0x10,T_INT4(0074),h
SmackManager::SetPixelFormat,smackmgr.obj,param,sp+0x4,T_ULONG(0022),red_mask
SmackManager::SetPixelFormat,smackmgr.obj,param,sp+0x8,T_ULONG(0022),green_mask
SmackManager::SetPixelFormat,smackmgr.obj,param,sp+0xc,T_ULONG(0022),blue_mask
slider::slider,slider.obj,param,sp+0x24,0x235F,this
slider::initialize,slider.obj,param,sp+0x24,0x235F,this
slider::initialize,slider.obj,param,sp+0x28,0x1001,resource_name
slider::slider,slider.obj,param,sp+0x3c,0x235F,this
slider::slider,slider.obj,param,sp+0x40,T_INT4(0074),x
slider::slider,slider.obj,param,sp+0x44,T_INT4(0074),y
slider::slider,slider.obj,param,sp+0x48,T_INT4(0074),w
slider::slider,slider.obj,param,sp+0x4c,T_INT4(0074),h
slider::slider,slider.obj,param,sp+0x50,T_INT4(0074),id
slider::slider,slider.obj,param,sp+0x54,T_INT4(0074),num
slider::slider,slider.obj,param,sp+0x58,0x2356,func
slider::slider,slider.obj,param,sp+0x5c,0x2355,graphics
slider::slider,slider.obj,param,sp+0x60,T_INT4(0074),page
slider::slider,slider.obj,param,sp+0x64,T_UCHAR(0020),hotKey
slider::~slider,slider.obj,param,sp+0x18,0x235F,this
slider::SetState,slider.obj,param,sp+0x18,0x235F,this
slider::SetState,slider.obj,param,sp+0x1c,T_INT4(0074),state
slider::KeyAccel,slider.obj,param,sp+0x54,0x235F,this
slider::KeyAccel,slider.obj,param,sp+0x58,T_INT4(0074),x1
slider::KeyAccel,slider.obj,param,sp+0x5c,T_INT4(0074),x2
slider::KeyAccel,slider.obj,param,sp+0x60,T_INT4(0074),x3
slider::KeyAccel,slider.obj,param,sp+0x64,T_INT4(0074),x4
slider::KeyAccel,slider.obj,param,sp+0x68,T_INT4(0074),key
slider::Main,slider.obj,param,sp+0x58,0x235F,this
slider::Main,slider.obj,param,sp+0x5c,0x1017,msg
slider::Select,slider.obj,param,sp+0x24,0x235F,this
slider::Select,slider.obj,param,sp+0x28,0x1017,msg
slider::Select,slider.obj,param,sp+0x2c,T_UCHAR(0020),dragging
slider::Deselect,slider.obj,param,sp+0x24,0x235F,this
slider::Deselect,slider.obj,param,sp+0x28,0x1017,msg
slider::GetRealWidth,slider.obj,param,sp+0x14,0x2366,this
slider::GetRealHeight,slider.obj,param,sp+0x14,0x2366,this
slider::Draw,slider.obj,param,sp+0x58,0x2366,this
slider::SetKnob,slider.obj,param,sp+0x20,0x235F,this
slider::SetKnob,slider.obj,param,sp+0x24,T_INT4(0074),inX
slider::UpdateResolution,slider.obj,param,sp+0x14,0x235F,this
slider::UpdateResolution,slider.obj,param,sp+0x18,T_INT4(0074),num
slider::SetResolution,slider.obj,param,sp+0x0,0x235F,this
slider::SetResolution,slider.obj,param,sp+0x4,T_INT4(0074),num
slider::OnSetFocus,slider.obj,param,sp+0x0,0x235F,this
slider::OnKillFocus,slider.obj,param,sp+0x0,0x235F,this
slider::enable,slider.obj,param,sp+0x18,0x235F,this
slider::enable,slider.obj,param,sp+0x1c,T_UCHAR(0020),arg
slider::`scalar deleting destructor',slider.obj,param,sp+0x1c,0x235F,this
slider::`scalar deleting destructor',slider.obj,param,sp+0x20,T_UINT4(0075),__flags
GetResourceBonusCaption,singleselectionwindow.obj,param,sp+0x1c,T_INT4(0074),townType
GetResourceBonusDescription,singleselectionwindow.obj,param,sp+0x1c,T_INT4(0074),townType
SavedGameExists,singleselectionwindow.obj,param,sp+0x0,T_32PRCHAR(0470),filename
SavedGameExists,singleselectionwindow.obj,local,sp+0x0,0x2161,tempText
SaveValid,singleselectionwindow.obj,param,fp+0x70,0x1001,filename
SaveValid,singleselectionwindow.obj,local,sp+0x33,T_UCHAR(0020),exitFlag
SaveValid,singleselectionwindow.obj,local,sp+0x38,0x2161,tempText
BackupGameHeaders,singleselectionwindow.obj,param,fp+0x38,0x2452,dest
BackupGameHeaders,singleselectionwindow.obj,param,fp+0x3c,0x2452,src
BackupGameHeaders,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),i
ProcessMouse,singleselectionwindow.obj,param,sp+0x18,T_32PVOID(0403),nothing
GetGameVersion,singleselectionwindow.obj,param,fp+0x178,T_32PRCHAR(0470),version
GetGameVersion,singleselectionwindow.obj,local,sp+0x24,0x2456,filename
GetGameVersion,singleselectionwindow.obj,local,sp+0x10,0x1B02,file_version_info
GetGameVersion,singleselectionwindow.obj,local,sp+0x18,0x1329,product_version
HasNonRandomHero,singleselectionwindow.obj,param,sp+0x8,T_INT4(0074),gamePos
HasNonRandomHero,singleselectionwindow.obj,local,sp+0x4,0x2458,slotAtt
HasNonRandomHero,singleselectionwindow.obj,local,sp+0x0,0x245A,mp
HasRandomHero,singleselectionwindow.obj,param,sp+0xc,T_INT4(0074),gamePos
HasRandomHero,singleselectionwindow.obj,local,sp+0x8,0x2458,slotAtt
HasRandomHero,singleselectionwindow.obj,local,sp+0x4,0x245A,mp
InitializeVCDescriptions,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),x
InitializeLCDescriptions,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),x
InitializeTurnDurationText,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),x
numberComp,singleselectionwindow.obj,param,sp+0x0,T_INT4(0074),num1
numberComp,singleselectionwindow.obj,param,sp+0x4,T_INT4(0074),num2
victoryCompare,singleselectionwindow.obj,param,sp+0x20,0x117B,arg1
victoryCompare,singleselectionwindow.obj,param,sp+0x24,0x117B,arg2
victoryCompare,singleselectionwindow.obj,local,sp+0x14,T_INT4(0074),rhs
victoryCompare,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),lhs
lossCompare,singleselectionwindow.obj,param,sp+0x20,0x117B,arg1
lossCompare,singleselectionwindow.obj,param,sp+0x24,0x117B,arg2
lossCompare,singleselectionwindow.obj,local,sp+0x14,T_INT4(0074),rhs
lossCompare,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),lhs
sizeCompare,singleselectionwindow.obj,param,sp+0x20,0x117B,arg1
sizeCompare,singleselectionwindow.obj,param,sp+0x24,0x117B,arg2
sizeCompare,singleselectionwindow.obj,local,sp+0x14,T_INT4(0074),rhs
sizeCompare,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),lhs
numberCompare,singleselectionwindow.obj,param,sp+0x20,0x117B,arg1
numberCompare,singleselectionwindow.obj,param,sp+0x24,0x117B,arg2
numberCompare,singleselectionwindow.obj,local,sp+0x14,T_INT4(0074),rhs
numberCompare,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),lhs
alphaCompare,singleselectionwindow.obj,param,sp+0x230,0x117B,arg1
alphaCompare,singleselectionwindow.obj,param,sp+0x234,0x117B,arg2
alphaCompare,singleselectionwindow.obj,local,sp+0x128,0x10C5,temp1
alphaCompare,singleselectionwindow.obj,local,sp+0x28,0x10C5,temp2
alphaCompare,singleselectionwindow.obj,local,sp+0x14,0x1001,rhs
alphaCompare,singleselectionwindow.obj,local,sp+0x10,0x1001,lhs
SliderChatWindow,singleselectionwindow.obj,param,sp+0x14,T_INT4(0074),state
SliderChatWindow,singleselectionwindow.obj,param,sp+0x18,0x101D,parent_window
SliderDuration,singleselectionwindow.obj,param,sp+0x14,T_INT4(0074),state
SliderDuration,singleselectionwindow.obj,param,sp+0x18,0x101D,parent_window
SliderFileMenu,singleselectionwindow.obj,param,sp+0x14,T_INT4(0074),state
SliderFileMenu,singleselectionwindow.obj,param,sp+0x18,0x101D,parent_window
CNetPlayerHandler::CNetPlayerHandler,singleselectionwindow.obj,param,sp+0x20,0x245F,this
CNetPlayerHandler::CNetPlayerHandler,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),i
CNetPlayerHandler::SetNextPlayer,singleselectionwindow.obj,param,sp+0x2c,0x245F,this
CNetPlayerHandler::SetNextPlayer,singleselectionwindow.obj,param,sp+0x30,T_INT4(0074),pos
CNetPlayerHandler::SetNextPlayer,singleselectionwindow.obj,local,sp+0x14,T_INT4(0074),i
CNetPlayerHandler::SetNextPlayer,singleselectionwindow.obj,local,sp+0x18,T_INT4(0074),start
CNetPlayerHandler::SetNextPlayer,singleselectionwindow.obj,local,sp+0x10,0x2463,pPlayer
CNetPlayerHandler::GetPlayerInPos,singleselectionwindow.obj,param,sp+0x4,0x245F,this
CNetPlayerHandler::GetPlayerInPos,singleselectionwindow.obj,param,sp+0x8,T_INT4(0074),pos
CNetPlayerHandler::GetPlayerInPos,singleselectionwindow.obj,local,sp+0x0,T_INT4(0074),i
CNetPlayerHandler::GetCompPlayerInPos,singleselectionwindow.obj,param,sp+0x0,0x245F,this
CNetPlayerHandler::GetCompPlayerInPos,singleselectionwindow.obj,param,sp+0x4,T_INT4(0074),pos
CNetPlayerHandler::AddNewPlayer,singleselectionwindow.obj,param,sp+0x1c,0x245F,this
CNetPlayerHandler::AddNewPlayer,singleselectionwindow.obj,param,sp+0x20,0x2465,pNetPlayer
CNetPlayerHandler::AddNewPlayer,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),i
CNetPlayerHandler::DeletePlayer,singleselectionwindow.obj,param,sp+0x1c,0x245F,this
CNetPlayerHandler::DeletePlayer,singleselectionwindow.obj,param,sp+0x20,T_ULONG(0022),dpid
CNetPlayerHandler::DeletePlayer,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),netPos
CNetPlayerHandler::GetGamePos,singleselectionwindow.obj,param,sp+0x1c,0x245F,this
CNetPlayerHandler::GetGamePos,singleselectionwindow.obj,param,sp+0x20,T_ULONG(0022),dpid
CNetPlayerHandler::GetGamePos,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),netPos
CNetPlayerHandler::PlayerExists,singleselectionwindow.obj,param,sp+0x18,0x245F,this
CNetPlayerHandler::PlayerExists,singleselectionwindow.obj,param,sp+0x1c,T_ULONG(0022),dpid
CNetPlayerHandler::GetPlayer,singleselectionwindow.obj,param,sp+0x4,0x245F,this
CNetPlayerHandler::GetPlayer,singleselectionwindow.obj,param,sp+0x8,T_ULONG(0022),dpid
CNetPlayerHandler::GetPlayer,singleselectionwindow.obj,local,sp+0x0,T_INT4(0074),i
CNetPlayerHandler::IsFaceTaken,singleselectionwindow.obj,param,sp+0x20,0x245F,this
CNetPlayerHandler::IsFaceTaken,singleselectionwindow.obj,param,sp+0x24,T_INT4(0074),face
CNetPlayerHandler::IsFaceTaken,singleselectionwindow.obj,param,sp+0x28,T_INT4(0074),exclude
CNetPlayerHandler::IsFaceTaken,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),i
CNetPlayerHandler::IsFaceTaken,singleselectionwindow.obj,local,sp+0x14,0x2463,pPlayer
CNetPlayerHandler::GetNetPos,singleselectionwindow.obj,param,sp+0x4,0x245F,this
CNetPlayerHandler::GetNetPos,singleselectionwindow.obj,param,sp+0x8,T_ULONG(0022),dpid
CNetPlayerHandler::GetNetPos,singleselectionwindow.obj,local,sp+0x0,T_INT4(0074),i
CNetPlayerHandler::SetComputer,singleselectionwindow.obj,param,sp+0x1c,0x245F,this
CNetPlayerHandler::SetComputer,singleselectionwindow.obj,param,sp+0x20,T_INT4(0074),pos
CNetPlayerHandler::SetComputer,singleselectionwindow.obj,local,sp+0x10,0x2463,pPlayer
CNetPlayerHandler::GetUnassignedPlayerPos,singleselectionwindow.obj,param,sp+0x1c,0x245F,this
CNetPlayerHandler::GetUnassignedPlayerPos,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),i
CNetPlayerHandler::GetPlayerCount,singleselectionwindow.obj,param,sp+0x20,0x245F,this
CNetPlayerHandler::GetPlayerCount,singleselectionwindow.obj,param,sp+0x24,T_UCHAR(0020),assignedOnly
CNetPlayerHandler::GetPlayerCount,singleselectionwindow.obj,local,sp+0x10,T_INT4(0074),count
CNetPlayerHandler::GetPlayerCount,singleselectionwindow.obj,local,sp+0x14,T_INT4(0074),i
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,param,fp+0x634,0x246F,this
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,param,fp+0x638,T_INT4(0074),gameMode
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x54,0x1DA9,headerFont
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x56c,0x10C5,flagName
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x66c,0x1A13,temp_str
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x58,0x1EFE,tempBack
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0xbc,0x1710,w
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x4fc,0x2471,flagColors
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x4c,T_INT4(0074),i
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0xb8,T_INT4(0074),sliderHeight
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x5c,0x1755,it
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x508,0x2161,tempName
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0xa0,0x1710,enemies
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x124,0x1710,allies
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x60,0x1710,w
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x3f4,0x1744,tempText
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0xe8,0x2473,edit
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x2b8,0x1EFE,chatBack
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x70,0x2475,b
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x68,0x1001,t
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x64,T_INT4(0074),key
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x4ec,T_INT4(0074),campaign
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x4dc,T_INT4(0074),map
TSingleSelectionWindow::TSingleSelectionWindow,singleselectionwindow.obj,local,sp+0x6c,T_INT4(0074),i
TSingleSelectionWindow::SetupLoadGameMode,singleselectionwindow.obj,param,fp+0x0,0x246F,this
TSingleSelectionWindow::SetupLoadGameMode,singleselectionwindow.obj,local,sp+0x30,0x2478,playerArray
TSingleSelectionWindow::SetupLoadGameMode,singleselectionwindow.obj,local,sp+0x1c,0x2483,curr
TSingleSelectionWindow::SetupLoadGameMode,singleselectionwindow.obj,local,sp+0x18,T_INT4(0074),i
TSingleSelectionWindow::SetupLoadGameMode,singleselectionwindow.obj,local,sp+0x7c,0x2490,msg
TSingleSelectionWindow::SetupLoadGameMode,singleselectionwindow.obj,local,sp+0x44,0x1A3B,player
TSingleSelectionWindow::SetupLoadGameMode,singleselectionwindow.obj,local,sp+0x14,T_INT4(0074),i
TSingleSelectionWindow::SetupLoadGameMode,singleselectionwindow.obj,local,sp+0x60,0x1A3B,player
TSingleSelectionWindow::SetupNewGameMode,singleselectionwindow.obj,param,fp+0x0,0x246F,this
TSingleSelectionWindow::SetupNewGameMode,singleselectionwindow.obj,local,sp+0x2c,0x2478,playerArray
TSingleSelectionWindow::SetupNewGameMode,singleselectionwindow.obj,local,sp+0x1c,0x2483,curr
TSingleSelectionWindow::SetupNewGameMode,singleselectionwindow.obj,local,sp+0x18,T_INT4(0074),i
TSingleSelectionWindow::SetupNewGameMode,singleselectionwindow.obj,local,sp+0x78,0x2490,msg
