# Dreamcast CodeView corpus - DC offsets, reference evidence (see README.md).
offset,cb,kind,name,module,file,line,debug_start,debug_end,params,locals
0x63a50,10,global,combatManager::RowIsOdd,cmbtmgr.obj,E:\gamedcs\CmbtMgr.h,1506,0,6,2,0
0x63a5c,44,global,combatManager::GetCell,cmbtmgr.obj,E:\gamedcs\CmbtMgr.h,1537,8,30,3,0
0x63a88,52,global,CNetMsgHandlerPause::`scalar deleting destructor',cmbtmgr.obj,E:\gamedcs\cmbtmgr.cpp,893,12,32,2,0
0x63abc,40,global,std::_Bvector_base<std::allocator<bool> >::~_Bvector_base<std::allocator<bool> >,cmbtmgr.obj,..\stlport\stl_bvector.h,334,8,22,1,0
0x63ae4,44,global,std::_Bvector_base<std::allocator<bool> >::_M_deallocate,cmbtmgr.obj,..\stlport\stl_bvector.h,343,6,30,1,0
0x63b10,4,global,std::allocator<bool>::~allocator<bool>,cmbtmgr.obj,..\stlport\stl_alloc.h,537,0,0,0,0
0x63b14,60,global,"std::set<enum SpellID,std::less<enum SpellID>,std::allocator<enum SpellID> >::set<enum SpellID,std::less<enum SpellID>,std::allocator<enum SpellID> >",cmbtmgr.obj,..\stlport\stl_set.h,72,8,38,1,0
0x63b50,36,global,"std::set<enum SpellID,std::less<enum SpellID>,std::allocator<enum SpellID> >::begin",cmbtmgr.obj,..\stlport\stl_set.h,119,8,22,2,0
0x63b74,36,global,"std::set<enum SpellID,std::less<enum SpellID>,std::allocator<enum SpellID> >::end",cmbtmgr.obj,..\stlport\stl_set.h,120,8,22,2,0
0x63b98,24,global,"std::set<enum SpellID,std::less<enum SpellID>,std::allocator<enum SpellID> >::clear",cmbtmgr.obj,..\stlport\stl_set.h,162,4,10,1,0
0x63bb0,6,global,"std::_Rb_tree_iterator<enum SpellID,std::_Const_traits<enum SpellID> >::operator*",cmbtmgr.obj,..\stlport\stl_tree.h,206,0,2,1,0
0x63bb8,36,global,"std::_Rb_tree_iterator<enum SpellID,std::_Const_traits<enum SpellID> >::operator++",cmbtmgr.obj,..\stlport\stl_tree.h,214,8,22,3,1
0x63bdc,4,global,"std::vector<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::end",cmbtmgr.obj,..\stlport\stl_vector.h,181,0,0,1,0
0x63be0,32,global,"std::vector<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::size",cmbtmgr.obj,..\stlport\stl_vector.h,195,6,18,1,0
0x63c00,28,global,"std::vector<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::vector<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >",cmbtmgr.obj,..\stlport\stl_vector.h,218,8,16,2,0
0x63c1c,60,global,"std::vector<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::push_back",cmbtmgr.obj,..\stlport\stl_vector.h,368,10,44,2,0
0x63c58,56,global,"std::vector<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::clear",cmbtmgr.obj,..\stlport\stl_vector.h,506,10,34,1,0
0x63c90,4,global,std::allocator<combatManager::TObstacle>::allocator<combatManager::TObstacle>,cmbtmgr.obj,..\stlport\stl_alloc.h,527,0,0,1,0
0x63c94,4,global,std::allocator<combatManager::TObstacle>::~allocator<combatManager::TObstacle>,cmbtmgr.obj,..\stlport\stl_alloc.h,537,0,0,0,0
0x63c98,60,global,"std::vector<type_artifact,std::allocator<type_artifact> >::push_back",cmbtmgr.obj,..\stlport\stl_vector.h,368,10,44,2,0
0x63cd4,24,global,"std::_STL_alloc_proxy<unsigned int *,unsigned int,std::allocator<bool> >::~_STL_alloc_proxy<unsigned int *,unsigned int,std::allocator<bool> >",cmbtmgr.obj,..\stlport\stl_string.h,375,4,10,1,0
0x63cec,44,global,"std::_STL_alloc_proxy<unsigned int *,unsigned int,std::allocator<bool> >::deallocate",cmbtmgr.obj,..\stlport\stl_alloc.h,1025,12,26,3,0
0x63d18,52,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >",cmbtmgr.obj,..\stlport\stl_tree.h,424,12,34,3,0
0x63d4c,44,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::begin",cmbtmgr.obj,..\stlport\stl_tree.h,467,8,26,2,0
0x63d78,36,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::end",cmbtmgr.obj,..\stlport\stl_tree.h,469,10,22,2,0
0x63d9c,88,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::clear",cmbtmgr.obj,..\stlport\stl_tree.h,545,8,62,1,0
0x63df4,60,global,"std::vector<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::erase",cmbtmgr.obj,..\stlport\stl_vector.h,490,14,38,3,0
0x63e30,44,global,"std::_Vector_base<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::_Vector_base<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >",cmbtmgr.obj,..\stlport\stl_vector.h,89,8,30,2,0
0x63e5c,6,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::_M_root",cmbtmgr.obj,..\stlport\stl_tree.h,343,0,2,1,0
0x63e64,6,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::_M_leftmost",cmbtmgr.obj,..\stlport\stl_tree.h,345,0,2,1,0
0x63e6c,6,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::_M_rightmost",cmbtmgr.obj,..\stlport\stl_tree.h,347,0,2,1,0
0x63e74,72,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::_M_empty_initialize",cmbtmgr.obj,..\stlport\stl_tree.h,445,8,48,1,0
0x63ebc,48,global,"std::_Rb_tree_base<enum SpellID,std::allocator<enum SpellID> >::_Rb_tree_base<enum SpellID,std::allocator<enum SpellID> >",cmbtmgr.obj,..\stlport\stl_tree.h,259,8,32,2,0
0x63eec,44,global,"std::_STL_alloc_proxy<std::_Rb_tree_node<enum SpellID> *,std::_Rb_tree_node<enum SpellID>,std::allocator<enum SpellID> >::deallocate",cmbtmgr.obj,..\stlport\stl_alloc.h,1025,12,26,3,0
0x63f18,6,global,"std::_Rb_tree_iterator<enum SpellID,std::_Const_traits<enum SpellID> >::_Rb_tree_iterator<enum SpellID,std::_Const_traits<enum SpellID> >",cmbtmgr.obj,..\stlport\stl_tree.h,202,0,2,2,0
0x63f20,12,global,"std::_STL_alloc_proxy<combatManager::TObstacle *,combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::_STL_alloc_proxy<combatManager::TObstacle *,combatManager::TObstacle,std::allocator<combatManager::TObstacle> >",cmbtmgr.obj,..\stlport\stl_alloc.h,1004,0,8,3,0
0x63f2c,44,global,"std::_STL_alloc_proxy<combatManager::TObstacle *,combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::deallocate",cmbtmgr.obj,..\stlport\stl_alloc.h,1025,12,26,3,0
0x63f58,28,global,std::allocator<unsigned int>::deallocate,cmbtmgr.obj,..\stlport\stl_alloc.h,552,4,14,2,0
0x63f74,4,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::_S_color",cmbtmgr.obj,..\stlport\stl_tree.h,360,0,0,1,0
0x63f78,12,global,"std::_STL_alloc_proxy<std::_Rb_tree_node<enum SpellID> *,std::_Rb_tree_node<enum SpellID>,std::allocator<enum SpellID> >::_STL_alloc_proxy<std::_Rb_tree_node<enum SpellID> *,std::_Rb_tree_node<enum SpellID>,std::allocator<enum SpellID> >",cmbtmgr.obj,..\stlport\stl_alloc.h,1004,0,8,3,0
0x63f84,40,global,"std::_STL_alloc_proxy<std::_Rb_tree_node<enum SpellID> *,std::_Rb_tree_node<enum SpellID>,std::allocator<enum SpellID> >::allocate",cmbtmgr.obj,..\stlport\stl_alloc.h,1022,8,24,2,0
0x63fac,32,global,std::allocator<combatManager::TObstacle>::deallocate,cmbtmgr.obj,..\stlport\stl_alloc.h,552,4,18,2,0
0x63fcc,32,global,std::allocator<std::_Rb_tree_node<enum SpellID> >::deallocate,cmbtmgr.obj,..\stlport\stl_alloc.h,552,4,18,2,0
0x63fec,40,global,std::allocator<std::_Rb_tree_node<enum SpellID> >::allocate,cmbtmgr.obj,..\stlport\stl_alloc.h,547,4,26,3,0
0x64014,84,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::_M_erase",cmbtmgr.obj,..\stlport\stl_tree.c,552,14,54,2,0
0x64068,220,global,"std::vector<combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::_M_insert_overflow",cmbtmgr.obj,..\stlport\stl_vector.c,248,24,164,4,1
0x64144,208,global,"std::vector<type_artifact,std::allocator<type_artifact> >::_M_insert_overflow",cmbtmgr.obj,..\stlport\stl_vector.c,248,24,156,4,1
0x64214,48,global,std::_Rb_global<bool>::_M_increment,cmbtmgr.obj,..\stlport\stl_tree.c,311,0,44,1,0
0x64244,48,global,std::destroy,cmbtmgr.obj,..\stlport\stl_construct.h,128,12,28,2,0
0x64274,60,global,std::construct,cmbtmgr.obj,..\stlport\stl_construct.h,85,10,46,2,0
0x642b0,44,global,std::construct,cmbtmgr.obj,..\stlport\stl_construct.h,85,10,30,2,0
0x642dc,4,global,std::__stl_alloc_rebind,cmbtmgr.obj,..\stlport\stl_alloc.h,968,0,0,2,0
0x642e0,80,global,std::copy,cmbtmgr.obj,..\stlport\stl_algobase.h,322,20,52,3,0
0x64330,4,global,std::__stl_alloc_rebind,cmbtmgr.obj,..\stlport\stl_alloc.h,968,0,0,2,0
0x64334,4,global,std::__stl_alloc_rebind,cmbtmgr.obj,..\stlport\stl_alloc.h,968,0,0,2,0
0x64338,48,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::destroy_node",cmbtmgr.obj,..\stlport\stl_tree.h,333,12,30,2,0
0x64368,6,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::_S_left",cmbtmgr.obj,..\stlport\stl_tree.h,350,0,2,1,0
0x64370,6,global,"std::_Rb_tree<enum SpellID,enum SpellID,std::_Identity<enum SpellID>,std::less<enum SpellID>,std::allocator<enum SpellID> >::_S_right",cmbtmgr.obj,..\stlport\stl_tree.h,352,0,2,1,0
0x64378,40,global,"std::_STL_alloc_proxy<combatManager::TObstacle *,combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::allocate",cmbtmgr.obj,..\stlport\stl_alloc.h,1022,8,24,2,0
0x643a0,12,global,"std::vector<type_artifact,std::allocator<type_artifact> >::size",cmbtmgr.obj,..\stlport\stl_vector.h,195,0,8,1,0
0x643ac,40,global,"std::_STL_alloc_proxy<type_artifact *,type_artifact,std::allocator<type_artifact> >::allocate",cmbtmgr.obj,..\stlport\stl_alloc.h,1022,8,24,2,0
0x643d4,44,global,"std::_STL_alloc_proxy<type_artifact *,type_artifact,std::allocator<type_artifact> >::deallocate",cmbtmgr.obj,..\stlport\stl_alloc.h,1025,12,26,3,0
0x64400,40,global,std::allocator<combatManager::TObstacle>::allocate,cmbtmgr.obj,..\stlport\stl_alloc.h,547,4,26,3,0
0x64428,40,global,std::allocator<type_artifact>::allocate,cmbtmgr.obj,..\stlport\stl_alloc.h,547,4,26,3,0
0x64450,28,global,std::allocator<type_artifact>::deallocate,cmbtmgr.obj,..\stlport\stl_alloc.h,552,4,16,2,0
0x6446c,56,global,std::uninitialized_copy,cmbtmgr.obj,..\stlport\stl_uninitialized.h,97,16,34,3,0
0x644a4,56,global,std::uninitialized_fill_n,cmbtmgr.obj,..\stlport\stl_uninitialized.h,263,16,34,3,0
0x644dc,56,global,std::uninitialized_copy,cmbtmgr.obj,..\stlport\stl_uninitialized.h,97,16,34,3,0
0x64514,56,global,std::uninitialized_fill_n,cmbtmgr.obj,..\stlport\stl_uninitialized.h,263,16,34,3,0
0x6454c,48,global,std::destroy,cmbtmgr.obj,..\stlport\stl_construct.h,128,12,28,2,0
0x6457c,4,global,std::value_type,cmbtmgr.obj,..\stlport\stl_iterator_base.h,262,0,0,1,0
0x64580,28,global,std::__destroy,cmbtmgr.obj,..\stlport\stl_construct.h,121,4,14,3,0
0x6459c,12,global,std::iterator_category,cmbtmgr.obj,..\stlport\stl_iterator_base.h,243,2,8,2,0
0x645a8,4,global,std::distance_type,cmbtmgr.obj,..\stlport\stl_iterator_base.h,291,0,0,1,0
0x645ac,84,global,std::__copy,cmbtmgr.obj,..\stlport\stl_algobase.h,209,14,70,5,0
0x64600,4,global,std::__stl_alloc_rebind,cmbtmgr.obj,..\stlport\stl_alloc.h,968,0,0,2,0
0x64604,28,global,std::__uninitialized_copy,cmbtmgr.obj,..\stlport\stl_uninitialized.h,88,4,14,4,0
0x64620,28,global,std::__uninitialized_fill_n,cmbtmgr.obj,..\stlport\stl_uninitialized.h,255,4,14,4,0
0x6463c,4,global,std::value_type,cmbtmgr.obj,..\stlport\stl_iterator_base.h,262,0,0,1,0
0x64640,28,global,std::__uninitialized_copy,cmbtmgr.obj,..\stlport\stl_uninitialized.h,88,4,14,4,0
0x6465c,28,global,std::__uninitialized_fill_n,cmbtmgr.obj,..\stlport\stl_uninitialized.h,255,4,14,4,0
0x64678,28,global,std::__destroy,cmbtmgr.obj,..\stlport\stl_construct.h,121,4,14,3,0
0x64694,48,global,std::__destroy_aux,cmbtmgr.obj,..\stlport\stl_construct.h,110,14,34,3,0
0x646c4,60,global,std::__uninitialized_copy_aux,cmbtmgr.obj,..\stlport\stl_uninitialized.h,70,16,44,4,0
0x64700,60,global,std::__uninitialized_fill_n_aux,cmbtmgr.obj,..\stlport\stl_uninitialized.h,239,16,44,4,0
0x6473c,60,global,std::__uninitialized_copy_aux,cmbtmgr.obj,..\stlport\stl_uninitialized.h,70,16,44,4,0
0x64778,60,global,std::__uninitialized_fill_n_aux,cmbtmgr.obj,..\stlport\stl_uninitialized.h,239,16,44,4,0
0x647b4,48,global,std::__destroy_aux,cmbtmgr.obj,..\stlport\stl_construct.h,110,14,34,3,0
0x647e4,28,global,std::destroy,cmbtmgr.obj,..\stlport\stl_construct.h,59,4,14,1,0
0x64800,28,global,std::destroy,cmbtmgr.obj,..\stlport\stl_construct.h,59,4,14,1,0
0x6481c,4,global,std::__destroy_aux,cmbtmgr.obj,..\stlport\stl_construct.h,53,0,0,0,0
0x64820,4,global,std::__destroy_aux,cmbtmgr.obj,..\stlport\stl_construct.h,53,0,0,0,0
0x5bf78,40,static,$E439,castle.obj,E:\gamedcs\terrain.h,70,4,32,0,0
0x5bfa0,16,static,$E440,castle.obj,E:\gamedcs\terrain.h,70,4,8,0,0
0x5bfb0,40,static,$E442,castle.obj,E:\gamedcs\terrain.h,71,4,32,0,0
0x5bfd8,16,static,$E443,castle.obj,E:\gamedcs\terrain.h,71,4,8,0,0
0x5bfe8,40,static,$E445,castle.obj,E:\gamedcs\terrain.h,72,4,32,0,0
0x5c010,16,static,$E446,castle.obj,E:\gamedcs\terrain.h,72,4,8,0,0
0x5c020,40,static,$E448,castle.obj,E:\gamedcs\terrain.h,73,4,32,0,0
0x5c048,16,static,$E449,castle.obj,E:\gamedcs\terrain.h,73,4,8,0,0
0x5c058,40,static,$E451,castle.obj,E:\gamedcs\terrain.h,74,4,32,0,0
0x5c080,16,static,$E452,castle.obj,E:\gamedcs\terrain.h,74,4,8,0,0
0x5c090,40,static,$E454,castle.obj,E:\gamedcs\terrain.h,75,4,32,0,0
0x5c0b8,16,static,$E455,castle.obj,E:\gamedcs\terrain.h,75,4,8,0,0
0x5c0c8,40,static,$E457,castle.obj,E:\gamedcs\terrain.h,76,4,32,0,0
0x5c0f0,16,static,$E458,castle.obj,E:\gamedcs\terrain.h,76,4,8,0,0
0x5c100,40,static,$E460,castle.obj,E:\gamedcs\terrain.h,77,4,32,0,0
0x5c128,16,static,$E461,castle.obj,E:\gamedcs\terrain.h,77,4,8,0,0
0x5c138,40,static,$E463,castle.obj,E:\gamedcs\terrain.h,78,4,32,0,0
0x5c160,16,static,$E464,castle.obj,E:\gamedcs\terrain.h,78,4,8,0,0
0x5c170,40,static,$E466,castle.obj,E:\gamedcs\terrain.h,79,4,32,0,0
0x5c198,64,static,$E467,castle.obj,E:\gamedcs\terrain.h,79,4,8,0,0
0x5c1d8,78,global,GetBuildingName,castle.obj,E:\gamedcs\castle.cpp,285,0,74,2,0
0x5c228,80,global,CanBuy,castle.obj,E:\gamedcs\castle.cpp,307,4,72,2,1
0x5c278,1548,global,townManager::SetupCastle,castle.obj,E:\gamedcs\castle.cpp,328,26,1524,3,1
0x5c884,1916,global,THallWindow::WindowHandler,castle.obj,E:\gamedcs\castle.cpp,572,16,1894,2,0
0x5b2dc,40,static,$E444,campaignwindow.obj,E:\gamedcs\terrain.h,70,4,32,0,0
0x5b304,16,static,$E445,campaignwindow.obj,E:\gamedcs\terrain.h,70,4,8,0,0
0x5b314,40,static,$E447,campaignwindow.obj,E:\gamedcs\terrain.h,71,4,32,0,0
0x5b33c,16,static,$E448,campaignwindow.obj,E:\gamedcs\terrain.h,71,4,8,0,0
0x5b34c,40,static,$E450,campaignwindow.obj,E:\gamedcs\terrain.h,72,4,32,0,0
0x5b374,16,static,$E451,campaignwindow.obj,E:\gamedcs\terrain.h,72,4,8,0,0
0x5b384,40,static,$E453,campaignwindow.obj,E:\gamedcs\terrain.h,73,4,32,0,0
0x5b3ac,16,static,$E454,campaignwindow.obj,E:\gamedcs\terrain.h,73,4,8,0,0
0x5b3bc,40,static,$E456,campaignwindow.obj,E:\gamedcs\terrain.h,74,4,32,0,0
0x5b3e4,16,static,$E457,campaignwindow.obj,E:\gamedcs\terrain.h,74,4,8,0,0
0x5b3f4,40,static,$E459,campaignwindow.obj,E:\gamedcs\terrain.h,75,4,32,0,0
0x5b41c,16,static,$E460,campaignwindow.obj,E:\gamedcs\terrain.h,75,4,8,0,0
0x5b42c,40,static,$E462,campaignwindow.obj,E:\gamedcs\terrain.h,76,4,32,0,0
0x5b454,16,static,$E463,campaignwindow.obj,E:\gamedcs\terrain.h,76,4,8,0,0
0x5b464,40,static,$E465,campaignwindow.obj,E:\gamedcs\terrain.h,77,4,32,0,0
0x5b48c,16,static,$E466,campaignwindow.obj,E:\gamedcs\terrain.h,77,4,8,0,0
0x5b49c,40,static,$E468,campaignwindow.obj,E:\gamedcs\terrain.h,78,4,32,0,0
0x5b4c4,16,static,$E469,campaignwindow.obj,E:\gamedcs\terrain.h,78,4,8,0,0
0x5b4d4,40,static,$E471,campaignwindow.obj,E:\gamedcs\terrain.h,79,4,32,0,0
0x5b4fc,64,static,$E472,campaignwindow.obj,E:\gamedcs\terrain.h,79,4,8,0,0
0x5b53c,52,global,TCampaignWindow::HideText,campaignwindow.obj,E:\gamedcs\campaignwindow.cpp,78,10,42,1,0
0x5b570,1936,global,TCampaignWindow::TCampaignWindow,campaignwindow.obj,E:\gamedcs\campaignwindow.cpp,86,22,1904,2,0
0x5bd00,104,global,TCampaignWindow::~TCampaignWindow,campaignwindow.obj,E:\gamedcs\campaignwindow.cpp,261,10,94,1,0
0x5bd68,44,global,TCampaignWindow::DoModal,campaignwindow.obj,E:\gamedcs\campaignwindow.cpp,284,8,36,1,0
0x5bd94,432,static,CampaignWindowHandler,campaignwindow.obj,E:\gamedcs\campaignwindow.cpp,291,16,388,1,0
0x5bf44,52,global,TCampaignWindow::`scalar deleting destructor',campaignwindow.obj,E:\gamedcs\campaignwindow.cpp,258,12,32,2,0
0x5af64,556,global,InitializeCampaignMapTraitsTable,campaignmap.obj,E:\gamedcs\campaignmap.cpp,161,22,532,0,3
0x5b190,104,static,$E436,campaignmap.obj,E:\gamedcs\campaignmap.cpp,256,4,12,0,0
0x5b1f8,14,global,TAutoArrayPtr<char>::TAutoArrayPtr<char>,campaignmap.obj,E:\gamedcs\AutoArrayPtr.h,37,0,10,2,0
0x5b208,32,global,TAutoArrayPtr<char>::~TAutoArrayPtr<char>,campaignmap.obj,E:\gamedcs\AutoArrayPtr.h,47,4,18,1,0
0x5b228,88,global,TAutoArrayPtr<char>::operator=,campaignmap.obj,E:\gamedcs\AutoArrayPtr.h,54,12,68,2,0
0x5b280,4,global,TAutoArrayPtr<char>::get,campaignmap.obj,E:\gamedcs\AutoArrayPtr.h,71,0,0,1,0
0x5b284,14,global,TResourcePtr<TTextResource>::TResourcePtr<TTextResource>,campaignmap.obj,E:\gamedcs\ResourcePtr.h,36,0,10,2,0
0x5b294,36,global,TResourcePtr<TTextResource>::~TResourcePtr<TTextResource>,campaignmap.obj,E:\gamedcs\ResourcePtr.h,44,4,24,1,0
0x5b2b8,4,global,TResourcePtr<TTextResource>::get,campaignmap.obj,E:\gamedcs\ResourcePtr.h,68,0,0,1,0
0x5b2bc,24,global,TResourcePtr<TTextResource>::operator->,campaignmap.obj,E:\gamedcs\ResourcePtr.h,71,4,10,1,0
0x5b2d4,8,global,TAutoArrayPtr<char>::release,campaignmap.obj,E:\gamedcs\AutoArrayPtr.h,77,0,4,1,0
0x57f80,40,static,$E446,campaignbrief.obj,E:\gamedcs\terrain.h,70,4,32,0,0
0x57fa8,16,static,$E447,campaignbrief.obj,E:\gamedcs\terrain.h,70,4,8,0,0
0x57fb8,40,static,$E449,campaignbrief.obj,E:\gamedcs\terrain.h,71,4,32,0,0
0x57fe0,16,static,$E450,campaignbrief.obj,E:\gamedcs\terrain.h,71,4,8,0,0
0x57ff0,40,static,$E452,campaignbrief.obj,E:\gamedcs\terrain.h,72,4,32,0,0
0x58018,16,static,$E453,campaignbrief.obj,E:\gamedcs\terrain.h,72,4,8,0,0
0x58028,40,static,$E455,campaignbrief.obj,E:\gamedcs\terrain.h,73,4,32,0,0
0x58050,16,static,$E456,campaignbrief.obj,E:\gamedcs\terrain.h,73,4,8,0,0
0x58060,40,static,$E458,campaignbrief.obj,E:\gamedcs\terrain.h,74,4,32,0,0
0x58088,16,static,$E459,campaignbrief.obj,E:\gamedcs\terrain.h,74,4,8,0,0
0x58098,40,static,$E461,campaignbrief.obj,E:\gamedcs\terrain.h,75,4,32,0,0
0x580c0,16,static,$E462,campaignbrief.obj,E:\gamedcs\terrain.h,75,4,8,0,0
0x580d0,40,static,$E464,campaignbrief.obj,E:\gamedcs\terrain.h,76,4,32,0,0
0x580f8,16,static,$E465,campaignbrief.obj,E:\gamedcs\terrain.h,76,4,8,0,0
0x58108,40,static,$E467,campaignbrief.obj,E:\gamedcs\terrain.h,77,4,32,0,0
0x58130,16,static,$E468,campaignbrief.obj,E:\gamedcs\terrain.h,77,4,8,0,0
0x58140,40,static,$E470,campaignbrief.obj,E:\gamedcs\terrain.h,78,4,32,0,0
0x58168,16,static,$E471,campaignbrief.obj,E:\gamedcs\terrain.h,78,4,8,0,0
0x58178,40,static,$E473,campaignbrief.obj,E:\gamedcs\terrain.h,79,4,32,0,0
0x581a0,64,static,$E474,campaignbrief.obj,E:\gamedcs\terrain.h,79,4,8,0,0
0x581e0,20,static,$E488,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,192,4,12,0,0
0x581f4,20,static,$E489,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,192,4,12,0,0
0x58208,20,static,$E490,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,192,4,12,0,0
0x5821c,40,static,$E491,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,192,4,12,0,0
0x58244,1328,global,CampaignWait,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,202,24,1304,1,10
0x58774,80,global,ShowTerritorySmacker,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,365,8,72,1,0
0x587c4,372,global,TCampaignBrief::Select,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,392,16,358,2,1
0x58938,106,global,TCampaignBrief::ResetMapAndDescription,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,437,12,96,2,1
0x589a4,132,global,TCampaignBrief::ClearSelected,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,452,10,68,1,0
0x58a28,116,global,TCampaignBrief::SetupCurrentTerritory,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,462,2,112,1,0
0x58a9c,354,global,TCampaignBrief::UpdateAllyEnemyFlags,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,481,18,336,1,0
0x58c00,428,global,TCampaignBrief::UpdateBonusIcons,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,520,22,406,1,2
0x58dac,1364,global,TCampaignBrief::AddBonusIcons,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,584,22,1300,1,2
0x59300,440,global,ExtractCampaignMap,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,649,24,362,3,2
0x594b8,3172,global,TCampaignBrief::TCampaignBrief,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,764,26,3100,3,5
0x5a11c,408,global,TCampaignBrief::~TCampaignBrief,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,1011,12,306,1,1
0x5a2b4,84,global,TCampaignBrief::convertID2HelpID,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,1054,0,80,2,0
0x5a308,26,global,TCampaignBrief::DoModal,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,1071,6,18,1,0
0x5a324,2084,static,CampaignBriefHandler,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,1076,20,1994,1,3
0x5ab48,58,global,get_campaign_name,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,1401,8,50,1,1
0x5ab84,96,global,ReadRamDisc,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,1409,14,48,4,0
0x5abe4,16,global,widget::get_rclick_text,campaignbrief.obj,E:\gamedcs\widget.h,236,0,12,1,0
0x5abf4,36,global,widget::hide,campaignbrief.obj,E:\gamedcs\widget.h,251,8,22,1,0
0x5ac18,36,global,widget::show,campaignbrief.obj,E:\gamedcs\widget.h,257,8,22,1,0
0x5ac3c,68,global,CMapHeaderData::TPlayerSlotAttributes::TPlayerSlotAttributes,campaignbrief.obj,E:\gamedcs\game.h,234,8,54,1,0
0x5ac80,112,global,NewSMapHeader::NewSMapHeader,campaignbrief.obj,E:\gamedcs\game.h,287,10,80,1,0
0x5acf0,40,global,CMapHeaderData::CMapHeaderData,campaignbrief.obj,E:\gamedcs\game.h,308,8,22,1,0
0x5ad18,184,global,SGameSetupOptions::SGameSetupOptions,campaignbrief.obj,E:\gamedcs\game.h,546,8,164,1,0
0x5add0,24,global,CSingleSelPopup::~CSingleSelPopup,campaignbrief.obj,E:\gamedcs\SingleSelectionPopups.h,70,4,10,1,0
0x5ade8,40,global,TCampaignBrief::CampaignHeaderStruct::~CampaignHeaderStruct,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,192,4,18,1,0
0x5ae10,68,global,TCampaignBrief::CampaignHeaderStruct::CampaignHeaderStruct,campaignbrief.obj,E:\gamedcs\campaignbrief.cpp,192,8,40,1,0
